Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:People Occupant Count [](TimeStep),CORE_ZN:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_1:People Occupant Count [](TimeStep),PERIMETER_ZN_1:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_2:People Occupant Count [](TimeStep),PERIMETER_ZN_2:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_3:People Occupant Count [](TimeStep),PERIMETER_ZN_3:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_4:People Occupant Count [](TimeStep),PERIMETER_ZN_4:Zone People Occupant Count [](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),PSZ-AC:1 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5 HEAT PUMP DX COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:1:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:2:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:3:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:4:Air System Cooling Coil Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Total Cooling Energy [J](TimeStep),PSZ-AC:5:Air System Cooling Coil Total Cooling Energy [J](TimeStep),Averaged Building Temperature:PythonPlugin:OutputVariable [C](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:NaturalGas [J](TimeStep) 
 07/03  12:00:00,24.0,5.506970923749265,5.506970923749265,4.174640554355174,4.174640554355174,0.0,0.0,4.1746405543551738,4.1746405543551738,2.4764505007325097,2.4764505007325097,23.000000352636009,23.000000345478229,23.000012985368664,23.00000200667485,23.00000283850093,51.031721879261699,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,2945688.7698370807,2364414.035193387,1197473.8584001414,2095224.6926682015,1421060.4631371522,2945688.7698370807,2945688.7698370807,2364414.035193387,2364414.035193387,1197473.8584001414,1197473.8584001414,2095224.6926682015,2095224.6926682015,1421060.4631371522,1421060.4631371522,19.0,0.0,2211049.4003189529,0.0 
 07/03  12:15:00,23.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000669084119396,23.00002493959297,23.000516617748674,23.0006968021204,23.000001928222717,51.45117787935726,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3238861.1524512537,2413067.456944669,1610247.4554423898,2294826.6275042186,1537378.5350166246,3238861.1524512537,3238861.1524512537,2413067.456944669,2413067.456944669,1610247.4554423898,1610247.4554423898,2294826.6275042186,2294826.6275042186,1537378.5350166246,1537378.5350166246,19.0,0.0,2411350.360503222,0.0 
 07/03  12:30:00,23.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00108650380966,23.000002464282117,23.000928842464565,23.001094271968257,23.00000160507809,51.5608258162663,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3243621.867299434,2389045.6941265345,1605866.142666725,2287830.3813584146,1532927.1095260762,3243621.867299434,3243621.867299434,2389045.6941265345,2389045.6941265345,1605866.142666725,1605866.142666725,2287830.3813584146,2287830.3813584146,1532927.1095260762,1532927.1095260762,19.0,0.0,2387463.6182705156,0.0 
 07/03  12:45:00,22.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.001158153840838,23.00000163602097,23.001037612958507,23.000198559752968,23.000001693475374,51.39901703696134,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3235816.9004223395,2359416.2575095088,1595709.2611964194,2276842.3726927179,1524720.8047843283,3235816.9004223395,3235816.9004223395,2359416.2575095088,2359416.2575095088,1595709.2611964194,1595709.2611964194,2276842.3726927179,2276842.3726927179,1524720.8047843283,1524720.8047843283,19.0,0.0,2358116.6224167288,0.0 
 07/03  13:00:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000790365240463,23.000000989371153,23.00078313755346,23.00001448458267,23.0000012149801,51.0889127253726,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3221636.278652168,2323399.656847307,1587796.0418983475,2259570.9128588379,1516320.4526503408,3221636.278652168,3221636.278652168,2323399.656847307,2323399.656847307,1587796.0418983475,1587796.0418983475,2259570.9128588379,2259570.9128588379,1516320.4526503408,1516320.4526503408,19.0,0.0,2326252.047655921,0.0 
 07/03  13:15:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000770125318657,23.00002127478774,23.000092122963524,23.000717442367909,23.000009044858616,50.599547803556408,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3235672.65149087,2334786.3513220639,1218654.0295490989,2272436.989093188,1561954.0510239888,3235672.65149087,3235672.65149087,2334786.3513220639,2334786.3513220639,1218654.0295490989,1218654.0295490989,2272436.989093188,2272436.989093188,1561954.0510239888,1561954.0510239888,19.0,0.0,2268087.350249124,0.0 
 07/03  13:30:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00079589523703,23.000029111063509,23.000087950837643,23.000762987289258,23.000015586572688,50.11061344167359,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3247105.3391456736,2342198.3297233099,1199598.0297302674,2283262.6361487566,1620396.8159792377,3247105.3391456736,3247105.3391456736,2342198.3297233099,2342198.3297233099,1199598.0297302674,1199598.0297302674,2283262.6361487566,2283262.6361487566,1620396.8159792377,1620396.8159792377,19.0,0.0,2281886.0207801766,0.0 
 07/03  13:45:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00080161252329,23.00002185135026,23.000108732736455,23.000760358263436,23.000022262266197,49.5767127528855,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3242330.409815157,2348620.762042465,1178866.5960201552,2292059.2735156568,1690861.2139263342,3242330.409815157,3242330.409815157,2348620.762042465,2348620.762042465,1178866.5960201552,1178866.5960201552,2292059.2735156568,2292059.2735156568,1690861.2139263342,1690861.2139263342,19.0,0.0,2294158.6521997458,0.0 
 07/03  14:00:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,0.0,0.0,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000789936480776,23.000018082016689,23.00008253995111,23.00075559350689,23.000029234812084,48.99914538366393,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3234589.0787449639,2353925.7737200886,1161125.2150791758,2298917.47829659,1763421.0703166566,3234589.0787449639,3234589.0787449639,2353925.7737200886,2353925.7737200886,1161125.2150791758,1161125.2150791758,2298917.47829659,2298917.47829659,1763421.0703166566,1763421.0703166566,19.0,0.0,2306223.11608104,0.0 
 07/03  14:15:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000544697934119,23.000001280418674,23.000465831642769,23.000558763369875,23.000002249784467,48.46799977971764,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3232661.4219592849,2359047.8942972796,1517817.6919224184,2304468.9004530457,1839599.4695433183,3232661.4219592849,3232661.4219592849,2359047.8942972796,2359047.8942972796,1517817.6919224184,1517817.6919224184,2304468.9004530457,2304468.9004530457,1839599.4695433183,1839599.4695433183,19.0,0.0,2396177.7287839564,0.0 
 07/03  14:30:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00054405447657,23.00000507928706,23.00045820090516,23.000552167679133,23.000019257152109,47.64055070876685,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3230373.1632619427,2363012.8597140118,1534959.972977282,2308263.049156175,1917376.0936873798,3230373.1632619427,3230373.1632619427,2363012.8597140118,2363012.8597140118,1534959.972977282,1534959.972977282,2308263.049156175,2308263.049156175,1917376.0936873798,1917376.0936873798,19.0,0.0,2416262.205961106,0.0 
 07/03  14:45:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.00054437444644,23.00000650036726,23.00050144428903,23.000550809889288,23.00074242257553,46.83482287984934,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3226518.6703265777,2364932.499795315,1547871.6858658195,2310090.7930616557,1993558.0526669089,3226518.6703265777,3226518.6703265777,2364932.499795315,2364932.499795315,1547871.6858658195,1547871.6858658195,2310090.7930616557,2310090.7930616557,1993558.0526669089,1993558.0526669089,19.0,0.0,2434010.912001869,0.0 
 07/03  15:00:00,22.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000535440632548,23.00000474974282,23.000541938746744,23.00054843080471,23.000762515571496,45.943923176412237,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3223473.2831770537,2366020.025012513,1556424.7203285297,2310790.2535002559,2071415.6426508227,3223473.2831770537,3223473.2831770537,2366020.025012513,2366020.025012513,1556424.7203285297,1556424.7203285297,2310790.2535002559,2310790.2535002559,2071415.6426508227,2071415.6426508227,19.0,0.0,2450878.5625488397,0.0 
 07/03  15:15:00,21.75,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000420563171315,23.000000584356223,23.000481510943894,23.000440366811888,23.00058915944997,45.10300129458877,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3208468.378608824,2333852.404629202,1546941.630655951,2289495.003663389,2138001.4919574677,3208468.378608824,3208468.378608824,2333852.404629202,2333852.404629202,1546941.630655951,1546941.630655951,2289495.003663389,2289495.003663389,2138001.4919574677,2138001.4919574677,19.0,0.0,2440771.991176499,0.0 
 07/03  15:30:00,21.5,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000420561202888,23.000000975649379,23.000484402874894,23.00044254767024,23.00058663808466,43.858272660303608,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,3192327.355694133,2313171.8249068248,1538551.1019480986,2265069.3846028784,2188357.369148636,3192327.355694133,3192327.355694133,2313171.8249068248,2313171.8249068248,1538551.1019480986,1538551.1019480986,2265069.3846028784,2265069.3846028784,2188357.369148636,2188357.369148636,19.0,0.0,2429237.2409756539,0.0 
 07/03  15:45:00,21.25,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000355126897668,23.00000043354967,23.000009221248758,23.00037137404685,23.00047334156271,42.8388969848358,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,3179621.0973079,2288235.6156060157,1526459.5435387679,2243388.4189335398,2232927.8827525356,3179621.0973079,3179621.0973079,2288235.6156060157,2288235.6156060157,1526459.5435387679,1526459.5435387679,2243388.4189335398,2243388.4189335398,2232927.8827525356,2232927.8827525356,19.0,0.0,2416292.2337827587,0.0 
 07/03  16:00:00,21.0,9.021986395697074,9.021986395697074,6.8392498906959029,6.8392498906959029,4.057131050188049,4.057131050188049,6.839249890695901,6.839249890695901,4.057131050188049,4.057131050188049,23.000356521921213,23.000000347564943,22.999995367174507,23.000005398347839,23.0004705229927,41.36930751111336,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,3165970.739908668,2260857.6058184865,1513223.3899779698,2220366.2099818198,2268659.9120340596,3165970.739908668,3165970.739908668,2260857.6058184865,2260857.6058184865,1513223.3899779698,1513223.3899779698,2220366.2099818198,2220366.2099818198,2268659.9120340596,2268659.9120340596,19.0,0.0,2403980.434784881,0.0 
 07/03  16:15:00,21.0,2.8870356466230637,2.8870356466230637,2.188559965022689,2.188559965022689,1.2982819360601759,1.2982819360601759,2.188559965022688,2.188559965022688,1.2982819360601759,1.2982819360601759,23.000004017329883,22.999994910514159,22.999998576528609,23.000002292426477,23.000467834940154,40.00904255070744,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2157046.5895773337,1240806.904645137,1090532.652481445,1496645.253143682,1899073.6951805372,2157046.5895773337,2157046.5895773337,1240806.904645137,1240806.904645137,1090532.652481445,1090532.652481445,1496645.253143682,1496645.253143682,1899073.6951805372,1899073.6951805372,19.0,0.0,1702450.850913087,0.0 
 07/03  16:30:00,21.0,2.8870356466230637,2.8870356466230637,2.188559965022689,2.188559965022689,1.2982819360601759,1.2982819360601759,2.188559965022688,2.188559965022688,1.2982819360601759,1.2982819360601759,23.000004629787396,22.99999275250245,23.000001237372609,23.000003090236104,23.000450889473318,38.6465859819823,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2122602.9391853569,1226899.1752382136,1066805.39579258,1481281.0463670113,1913045.219641789,2122602.9391853569,2122602.9391853569,1226899.1752382136,1226899.1752382136,1066805.39579258,1066805.39579258,1481281.0463670113,1481281.0463670113,1913045.219641789,1913045.219641789,19.0,0.0,1687362.489848773,0.0 
 07/03  16:45:00,21.0,2.8870356466230637,2.8870356466230637,2.188559965022689,2.188559965022689,1.2982819360601759,1.2982819360601759,2.188559965022688,2.188559965022688,1.2982819360601759,1.2982819360601759,23.00000678582522,22.999994473091225,23.00000127960262,23.000003017092568,23.000432157728917,37.24571395049648,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2088178.488405733,1206592.0261681767,1042703.6150151393,1479814.2151212313,1897105.460643317,2088178.488405733,2088178.488405733,1206592.0261681767,1206592.0261681767,1042703.6150151393,1042703.6150151393,1479814.2151212313,1479814.2151212313,1897105.460643317,1897105.460643317,19.0,0.0,1667814.7019403228,0.0 
 07/03  17:00:00,21.0,2.8870356466230637,2.8870356466230637,2.188559965022689,2.188559965022689,1.2982819360601759,1.2982819360601759,2.188559965022688,2.188559965022688,1.2982819360601759,1.2982819360601759,23.00000641056717,22.999997125886148,23.0000003604874,23.000002322335609,23.000416052507015,35.76553708012979,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,23.000000000000005,0.0,15.6,23.0,2057810.0812327308,1185351.7759869439,1021401.4761733303,1487363.1761798398,1882301.3320446707,2057810.0812327308,2057810.0812327308,1185351.7759869439,1185351.7759869439,1021401.4761733303,1021401.4761733303,1487363.1761798398,1487363.1761798398,1882301.3320446707,1882301.3320446707,19.0,0.0,1651492.0803389666,0.0 
 07/03  17:15:00,20.5,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.00000050584976,23.000000463624216,23.000000356621468,23.000000372430827,23.00034671382691,34.406781656522458,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,1517676.5483461484,1048493.8233843492,779760.5079369077,1117583.2958729179,1653777.2279901917,1517676.5483461484,1517676.5483461484,1048493.8233843492,1048493.8233843492,779760.5079369077,779760.5079369077,1117583.2958729179,1117583.2958729179,1653777.2279901917,1653777.2279901917,19.0,0.0,1339516.5314992425,0.0 
 07/03  17:30:00,20.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,22.999999631588783,23.00000154166075,22.99999875647629,22.999999435803983,23.000348332767854,32.42911768793198,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,1453999.69161946,960235.766065846,736375.1763505942,1083157.1822548749,1603404.8447057196,1453999.69161946,1453999.69161946,960235.766065846,960235.766065846,736375.1763505942,736375.1763505942,1083157.1822548749,1083157.1822548749,1603404.8447057196,1603404.8447057196,19.0,0.0,1280756.803097466,0.0 
 07/03  17:45:00,19.5,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000427216503,23.000000435001775,23.000000322893336,23.00000033242165,23.000308857638698,30.92014727905089,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1395111.0419200515,867357.1858125004,690946.3234737609,1026013.8464360869,1537367.728672428,1395111.0419200515,1395111.0419200515,867357.1858125004,867357.1858125004,690946.3234737609,690946.3234737609,1026013.8464360869,1026013.8464360869,1537367.728672428,1537367.728672428,19.0,0.0,1213274.393241014,0.0 
 07/03  18:00:00,19.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,22.999999071198446,22.99999927812147,22.999998387123747,22.999998809294707,23.000001438727549,28.727506154949596,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1337010.3870853265,768495.8834121353,643130.8708580203,964081.575442105,1458728.811706247,1337010.3870853265,1337010.3870853265,768495.8834121353,768495.8834121353,643130.8708580203,643130.8708580203,964081.575442105,964081.575442105,1458728.811706247,1458728.811706247,19.0,0.0,1140157.1601378266,0.0 
 07/03  18:15:00,18.5,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000403946694,23.00000036588541,23.000003100533996,23.00000030454196,23.00000028136299,27.115812630318094,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,1271780.0626401723,728219.3501587159,468187.26708753968,842492.4613766702,1337131.401937182,1271780.0626401723,1271780.0626401723,728219.3501587159,728219.3501587159,468187.26708753968,468187.26708753968,842492.4613766702,842492.4613766702,1337131.401937182,1337131.401937182,19.0,0.0,1028557.951453195,0.0 
 07/03  18:30:00,18.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.00000046571877,23.000000392944594,23.0000032951192,23.00000035143463,23.00000032350681,25.336060279547789,22.999999999999994,22.999999999999994,22.999999999999994,22.999999999999994,22.999999999999994,0.0,15.6,23.0,1203534.8156091758,628627.7022157962,425898.20779968737,761211.0901529121,1231596.9763621153,1203534.8156091758,1203534.8156091758,628627.7022157962,628627.7022157962,425898.20779968737,425898.20779968737,761211.0901529121,761211.0901529121,1231596.9763621153,1231596.9763621153,19.0,0.0,943641.0244980758,0.0 
 07/03  18:45:00,17.5,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000412792045,23.00000032167042,23.00000275650307,23.00000030517986,23.000000304392637,23.530264045923393,23.000000000000008,23.000000000000008,23.000000000000008,23.000000000000008,23.000000000000008,0.0,15.6,23.0,1131307.1738797352,536524.8506071115,388455.52730044597,673389.6041248641,1115054.207997787,1131307.1738797352,1131307.1738797352,536524.8506071115,536524.8506071115,388455.52730044597,388455.52730044597,673389.6041248641,673389.6041248641,1115054.207997787,1115054.207997787,19.0,0.0,856289.686855802,0.0 
 07/03  19:00:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000461395559,23.000000319863387,23.000002873253686,23.000000300395667,23.000000345669723,21.859625142960277,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,23.000000000000037,0.0,15.6,23.0,1055401.7282082507,437666.0255343207,347976.0080134667,513908.5677538531,938106.7164737352,1055401.7282082507,1055401.7282082507,437666.0255343207,437666.0255343207,347976.0080134667,347976.0080134667,513908.5677538531,513908.5677538531,938106.7164737352,938106.7164737352,19.0,0.0,736713.8427867728,0.0 
 07/03  19:15:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000104409815,22.99999966984304,23.000002663655225,22.99999882432831,22.999996665063504,19.695441228914626,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,22.999999999999998,0.0,15.6,23.0,999375.2824338987,390935.67400573476,318072.876865956,453768.7609489325,854227.9536353016,999375.2824338987,999375.2824338987,390935.67400573476,390935.67400573476,318072.876865956,318072.876865956,453768.7609489325,453768.7609489325,854227.9536353016,854227.9536353016,19.0,0.0,676316.9039965238,0.0 
 07/03  19:30:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.00000049098377,23.00000030637366,23.000002924267663,23.000000288865686,23.000000339867645,18.7035812615098,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,955773.5493199157,355386.4254655327,295001.3401183951,412303.9013180007,787284.2394803767,955773.5493199157,955773.5493199157,355386.4254655327,355386.4254655327,295001.3401183951,295001.3401183951,412303.9013180007,412303.9013180007,787284.2394803767,787284.2394803767,19.0,0.0,630193.87058252,0.0 
 07/03  19:45:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000000674579668,23.000000409263543,23.000003926976544,23.00000039619522,23.000000528170707,17.72207453135584,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,917674.3413555331,325302.4722740764,274847.2549546398,375095.99809219819,726839.0522179632,917674.3413555331,917674.3413555331,325302.4722740764,325302.4722740764,274847.2549546398,274847.2549546398,375095.99809219819,375095.99809219819,726839.0522179632,726839.0522179632,19.0,0.0,589337.6638665791,0.0 
 07/03  20:00:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.00000084055548,23.000000498101917,23.000004270278497,22.99999948382808,22.999997901906636,16.40243876637927,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,883245.1843247213,299930.59164828676,257081.1205415952,342720.7350671461,673860.5711718396,883245.1843247213,883245.1843247213,299930.59164828676,299930.59164828676,257081.1205415952,257081.1205415952,342720.7350671461,342720.7350671461,673860.5711718396,673860.5711718396,19.0,0.0,553442.6859771469,0.0 
 07/03  20:15:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.00000081649919,23.00000045846181,23.000004521746349,23.00000040835792,23.00000048401957,15.98748081858843,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,854914.3958432481,277755.58008513107,241526.77949251754,313628.7850468342,626704.868754896,854914.3958432481,854914.3958432481,277755.58008513107,277755.58008513107,241526.77949251754,241526.77949251754,313628.7850468342,313628.7850468342,626704.868754896,626704.868754896,19.0,0.0,521972.93407991577,0.0 
 07/03  20:30:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.0000035724406,23.000000554121166,23.000005074311983,22.999999537211214,22.99999773894566,15.133042590041505,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,830319.3897887459,259280.62077694114,227819.19639226167,288779.9784144829,585899.2239773022,830319.3897887459,830319.3897887459,259280.62077694114,259280.62077694114,227819.19639226167,227819.19639226167,288779.9784144829,288779.9784144829,585899.2239773022,585899.2239773022,19.0,0.0,494836.82841967247,0.0 
 07/03  20:45:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000004759768055,23.000000475199565,23.000005452955774,22.999998992947984,22.99999666851862,14.560604979402774,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,805254.0784061067,244517.4636751992,216131.62944327197,267534.9081249632,550593.5884228628,805254.0784061067,805254.0784061067,244517.4636751992,244517.4636751992,216131.62944327197,216131.62944327197,267534.9081249632,267534.9081249632,550593.5884228628,550593.5884228628,19.0,0.0,470862.1082446475,0.0 
 07/03  21:00:00,17.0,0.992418503526678,0.992418503526678,0.7523174879765493,0.7523174879765493,0.44628441552068545,0.44628441552068545,0.7523174879765491,0.7523174879765491,0.44628441552068545,0.44628441552068545,23.000001281138393,23.000000552422198,23.00000555147649,23.00000041039862,23.000000354157167,14.238648795736863,23.0,23.0,23.0,23.0,23.0,0.0,15.6,23.0,783177.6790378926,233104.6804576611,206123.29585962045,248925.406648362,519079.886406544,783177.6790378926,783177.6790378926,233104.6804576611,233104.6804576611,206123.29585962045,206123.29585962045,248925.406648362,248925.406648362,519079.886406544,519079.886406544,19.0,0.0,450059.43168029576,0.0 
